#OTU ID	sample129	sample99	sample104	sample127	sample118	sample98	sample137	sample117	sample125	sample122	sample138	sample126	sample147	sample143	sample128	sample146	sample141	sample145	sample131	sample136	sample132	sample159	sample124	sample106	sample97	sample155	sample140	sample151	sample158	sample144	sample123	sample100	sample102	sample135	sample139	sample134	sample112	sample114	sample101	sample150	sample163	sample154	sample111	sample108	sample107	sample120	sample160	sample157	sample115	sample109	sample116	sample121	sample113	sample105	sample119	sample110	sample149	sample133	sample142	sample148	sample156	sample103	sample161	sample152	sample165	sample164	sample130	sample162	sample91	sample153	sample74	sample55	sample50	sample63	sample87	sample93	sample45	sample2	sample62
BOTU_3143	0	0	0	2	0	0	2	0	3	0	2	3	3	1	3	7	0	0	1	1	9	0	0	0	1	0	0	3	0	0	1	2	0	3	13	3	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_5744	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	4	0	0	4	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	5	1	0	1	2	0	0	3	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_6612	0	6	0	0	0	19	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_3614	2	4	6	4	1	1	5	1	4	1	5	1	7	2	3	3	0	1	0	5	3	2	1	0	3	0	0	0	2	0	1	2	1	0	2	2	2	1	2	2	0	0	2	0	1	1	2	1	0	1	0	1	1	3	0	1	4	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_3210	1	1	2	0	3	0	1	0	0	0	0	3	0	2	1	0	2	0	0	2	1	3	1	0	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	4	4	2	0	1	2	0	1	1	1	0	0	0	1	0	3	1	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_4603	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	3	8	1	3	0	0	0	1	0	0	4	0	3	0	0	0	0	0	3	0	0	0	0	0	1	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_4548	1	0	0	1	2	1	0	4	2	1	0	1	2	1	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	3	3	2	2	0	1	2	1	1	1	0	0	0	1	1	0	0	1	3	3	1	0	1	5	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_8508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_10601	0	0	0	1	0	0	1	0	0	0	3	0	0	0	1	0	1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_2776	0	0	5	0	1	0	1	1	0	0	0	0	2	2	0	0	0	3	3	2	1	1	0	4	0	0	2	0	0	7	0	9	3	3	1	0	0	1	5	0	0	2	1	0	0	1	0	1	1	7	1	0	4	0	0	0	0	0	1	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_4453	0	0	0	0	0	0	1	1	0	4	0	0	2	0	0	2	0	0	2	4	17	0	0	0	0	0	0	0	0	1	4	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_4860	1	7	1	1	0	2	1	0	0	1	1	4	0	1	2	1	2	0	2	0	1	0	0	1	8	0	1	0	1	2	0	1	3	0	1	1	1	0	0	0	0	0	0	0	2	0	1	5	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_3721	0	11	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_3830	9	0	0	0	0	0	0	0	2	2	0	1	0	1	5	1	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_6813	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_1520	4	1	1	14	3	0	0	0	35	6	2	8	1	0	7	0	0	0	4	0	8	10	1	21	0	0	1	0	6	4	5	5	3	0	1	6	5	6	15	0	0	0	5	0	1	2	27	6	3	0	11	14	3	0	0	2	1	8	0	0	0	10	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_10805	0	4	5	0	0	9	2	0	0	0	1	0	2	0	0	1	0	0	0	1	0	0	0	0	7	0	1	0	0	1	0	3	1	3	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	5	0	6	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_6452	26	8	0	10	8	5	0	5	30	6	5	10	2	1	23	2	6	0	2	2	5	4	3	6	5	0	1	23	7	4	23	23	14	1	5	11	35	1	31	1	0	0	7	5	2	5	8	3	5	2	18	14	3	2	0	10	4	7	0	3	0	15	0	18	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_4063	0	1	3	0	0	0	1	0	0	0	3	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	2	1	2	1	1	2	0	0	0	0	0	0	0	0	2	0	0	2	0	0	8	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_13504	0	48	2	0	1	35	0	0	0	0	2	1	3	0	2	3	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	5	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_10463	3	1	1	7	0	0	1	1	1	3	3	2	0	0	1	1	0	0	0	1	1	0	6	0	0	0	0	0	0	0	5	0	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_6912	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	1	0	3	2	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_1998	0	3	4	0	0	10	4	0	0	0	1	0	2	5	0	7	3	6	0	4	0	0	0	0	14	0	1	0	0	6	0	6	4	4	2	0	0	3	13	4	0	0	0	0	0	0	14	0	0	0	0	0	10	0	0	0	10	0	5	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_12492	0	3	0	1	1	1	0	1	0	0	0	1	0	1	0	5	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	4	3	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_6035	0	0	1	2	3	0	1	3	1	1	0	0	2	1	5	0	2	0	13	1	5	6	0	0	0	0	0	1	5	2	9	0	2	3	1	4	2	3	0	0	0	0	0	0	4	2	4	12	8	3	1	2	15	1	2	0	0	5	0	0	0	1	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_12748	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_4343	1	0	1	3	0	1	5	0	1	1	1	2	4	1	0	0	2	0	1	0	0	1	6	1	0	0	0	0	0	1	0	2	0	3	2	0	0	0	0	0	0	0	0	0	2	0	0	0	2	3	0	1	0	0	0	0	2	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_4803	0	11	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_4961	0	4	8	1	1	0	4	2	4	1	3	4	0	4	1	1	3	1	5	1	2	4	3	0	2	0	1	0	1	1	1	2	4	2	1	4	0	1	0	0	0	0	3	2	1	2	0	3	2	8	2	1	6	8	0	3	0	1	4	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_5805	1	1	0	1	4	0	1	1	2	2	0	0	2	0	1	2	0	1	1	0	1	3	1	0	0	0	0	3	2	0	5	1	1	1	0	1	0	0	0	0	0	0	1	0	1	1	0	0	1	1	2	1	1	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_4739	0	8	2	0	2	3	3	0	0	3	5	0	1	3	4	3	2	0	0	2	0	0	0	0	4	0	4	2	0	0	0	2	4	1	7	0	2	1	3	5	0	0	0	0	0	0	9	3	0	0	0	0	5	0	0	0	4	0	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_3690	0	7	0	0	0	7	0	0	2	4	0	0	0	0	4	2	2	0	2	0	1	1	0	0	2	0	0	4	0	1	4	0	1	0	1	0	2	0	0	2	0	0	0	0	0	0	0	2	0	0	1	1	2	0	0	0	0	10	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_6809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_8359	23	0	0	2	0	0	6	0	7	4	10	3	2	5	10	3	0	0	1	4	6	0	8	0	0	0	0	0	0	0	4	0	0	7	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	24	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_11769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_10653	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_4717	1	2	2	0	1	1	0	1	0	1	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	2	0	1	0	0	1	0	2	0	0	0	1	0	0	0	0	5	0	3	1	2	3	1	2	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_10200	4	0	0	4	7	0	2	7	0	8	0	0	2	1	7	0	0	0	3	0	11	12	1	0	1	0	0	4	13	0	8	0	0	0	2	9	4	0	0	0	0	0	0	2	0	5	0	11	3	2	6	5	1	0	0	1	0	10	0	0	0	0	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_8418	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_2060	0	1	0	1	0	1	14	3	0	0	10	5	3	7	3	6	2	0	7	9	7	0	0	0	0	0	0	0	0	0	8	0	0	6	17	11	6	0	2	3	0	0	1	0	0	1	0	1	10	2	0	3	0	0	0	0	6	17	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_2974	7	10	2	1	1	6	2	5	2	4	10	3	2	3	1	8	3	15	3	6	11	2	1	0	5	0	0	0	2	7	4	2	2	7	8	1	3	1	0	4	0	0	1	0	1	2	2	1	3	1	0	5	8	0	0	0	10	3	2	3	0	4	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_3225	5	0	3	3	0	0	4	0	3	4	2	5	1	1	5	2	0	0	1	3	0	0	2	0	0	0	0	0	0	0	6	0	1	2	5	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_9467	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	3	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_5670	1	0	0	0	0	0	2	0	1	1	1	1	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_5111	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	6	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_5133	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_9193	0	4	12	0	1	7	1	0	0	2	1	0	0	1	0	0	3	2	1	0	1	0	0	0	0	0	0	0	0	6	1	6	3	1	1	0	0	0	1	0	0	0	3	0	1	0	0	0	0	1	0	3	0	0	3	6	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_4048	1	2	3	1	0	0	3	0	0	2	4	1	5	0	4	10	2	0	3	8	4	0	3	1	3	0	1	1	0	2	4	3	1	0	4	0	7	0	2	0	0	0	0	0	0	0	3	4	5	2	0	3	3	0	0	0	3	5	6	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_3663	0	0	5	0	1	1	1	4	0	0	1	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	1	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_10104	0	5	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_5221	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	12	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_4753	0	5	1	0	3	3	3	1	0	0	3	2	9	2	0	4	4	3	0	5	1	6	2	0	2	0	3	3	6	4	3	3	5	2	1	3	0	0	3	2	0	0	1	1	2	1	3	0	2	4	1	1	1	0	2	1	0	3	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_8031	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_2753	6	5	24	4	7	5	4	3	3	11	6	1	3	3	8	8	1	3	5	2	6	3	9	0	1	0	1	1	7	5	18	26	11	1	8	4	10	16	22	2	0	0	5	1	3	3	33	1	2	2	2	10	5	0	4	4	5	9	0	1	0	20	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_4883	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	4	1	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	2	0	0	0	0	3	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_4478	0	1	0	0	0	1	0	0	1	0	0	0	2	1	0	5	0	1	1	0	2	0	1	0	1	0	0	0	1	0	0	0	1	0	1	3	1	0	0	0	0	0	7	0	0	1	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_7456	1	0	6	0	0	0	2	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	1	7	0	0	0	0	0	0	0	4	4	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_5375	2	0	0	0	0	0	1	0	1	2	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_7937	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_7460	0	5	0	0	0	14	0	0	0	0	0	0	0	0	4	9	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_9909	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_5639	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	8	0	2	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_2781	0	5	4	0	0	17	3	0	0	0	4	0	3	1	0	2	4	0	0	7	0	0	0	0	10	0	6	0	0	0	0	3	4	9	2	0	0	0	1	3	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	4	0	4	1	0	3	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_9197	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_9839	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	1	0	0	0	0	2	0	0	0	0	11	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_12819	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_4490	3	2	1	2	2	0	0	1	5	2	0	2	2	0	1	1	0	0	1	0	1	0	1	3	4	0	0	0	3	0	1	0	0	0	0	3	0	0	0	0	1	0	5	2	0	2	0	4	0	1	1	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_10823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_5424	0	2	7	1	2	3	0	0	2	0	2	0	1	0	2	0	0	1	0	1	1	1	0	0	5	0	0	0	1	0	1	2	1	2	0	0	3	0	2	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	1	4	0	1	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_3801	0	18	0	0	0	23	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_9480	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_4886	0	0	1	1	0	0	0	0	0	1	0	1	2	4	0	0	1	0	2	2	0	3	0	0	0	0	0	0	3	2	4	0	0	0	0	1	3	0	2	0	0	0	0	0	2	0	0	7	0	3	0	0	2	1	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_9491	0	4	7	1	1	8	4	0	1	4	4	0	1	1	1	1	4	2	1	5	1	1	0	3	5	0	1	0	4	3	1	10	9	3	5	0	5	2	6	2	0	0	3	0	0	0	9	1	2	0	1	3	4	0	0	0	2	2	4	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_10397	2	0	0	4	6	0	0	0	9	3	0	7	0	0	3	0	0	0	6	0	11	11	4	0	0	0	0	2	6	0	3	0	0	0	1	3	6	0	0	0	0	0	2	4	2	1	0	5	11	4	4	4	0	1	0	1	0	10	0	0	0	0	0	4	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_6044	0	4	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_6419	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	1	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	2	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_7350	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_7421	3	0	0	0	0	0	0	0	0	0	0	0	13	1	0	0	0	4	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	17	0	0	0	0	4	0	0	3	0	0	0	0	0	0	22	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_4570	1	1	0	0	0	2	1	0	0	0	0	0	0	1	0	0	2	1	0	4	0	0	1	0	0	0	2	0	0	0	2	0	0	4	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_12290	0	0	0	1	3	0	1	3	0	4	0	3	0	0	5	0	0	0	2	1	3	4	0	0	0	0	0	0	8	0	1	1	2	0	1	2	3	0	1	0	0	0	2	0	1	6	0	2	1	1	3	7	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_10029	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_5960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
