#OTU ID	sample129	sample99	sample104	sample127	sample118	sample98	sample137	sample117	sample125	sample122	sample138	sample126	sample147	sample143	sample128	sample146	sample141	sample145	sample131	sample136	sample132	sample159	sample124	sample106	sample97	sample155	sample140	sample151	sample158	sample144	sample123	sample100	sample102	sample135	sample139	sample134	sample112	sample114	sample101	sample150	sample163	sample154	sample111	sample108	sample107	sample120	sample160	sample157	sample115	sample109	sample116	sample121	sample113	sample105	sample119	sample110	sample149	sample133	sample142	sample148	sample156	sample103	sample161	sample152	sample165	sample164	sample130	sample162	sample91	sample153	sample74	sample55	sample50	sample63	sample87	sample93	sample45	sample2	sample62
BOTU_2347	0	13	14	0	0	17	5	0	0	0	3	0	3	0	0	3	0	1	0	9	0	0	0	0	17	0	0	0	0	0	0	11	3	6	3	0	0	0	13	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	5	0	3	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_1395	19	20	32	9	13	49	28	4	16	30	28	42	11	7	22	22	9	3	6	19	22	4	41	0	208	0	1	0	5	8	44	32	22	16	9	6	15	2	17	5	0	0	2	1	2	9	7	4	4	6	1	81	4	0	1	1	39	14	0	8	0	8	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_2222	9	0	1	2	0	2	1	0	0	0	0	0	2	0	1	8	0	0	9	8	12	0	0	1	0	0	0	0	0	0	7	0	0	21	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	38	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_6750	8	1	8	12	13	2	4	14	26	16	1	12	2	2	5	2	2	0	3	2	10	23	8	18	2	0	1	3	27	1	19	2	8	1	3	10	14	3	5	2	0	0	14	9	7	23	14	8	10	9	8	30	11	0	0	14	3	9	1	0	0	4	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_729	29	4	22	52	2	4	61	6	35	59	35	44	38	14	38	35	8	2	22	29	43	4	45	7	5	0	9	6	5	5	66	58	44	41	18	30	35	1	29	6	0	11	19	2	2	12	9	13	9	13	8	47	8	2	0	6	5	36	4	7	0	22	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_13885	0	0	0	0	0	0	0	0	0	10	0	1	1	0	0	0	0	1	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_1664	0	43	0	0	1	180	0	3	0	0	0	0	0	0	0	7	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_757	16	0	34	25	2	0	34	1	22	34	35	34	15	21	17	14	9	1	5	17	13	0	35	2	0	0	3	0	0	16	69	29	40	16	22	21	7	0	20	4	88	0	6	0	0	2	2	8	2	6	7	27	0	0	0	2	26	13	2	0	0	13	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_2826	1	0	1	4	0	0	5	0	8	3	1	3	0	1	4	5	2	0	1	1	3	0	7	1	0	0	4	0	0	0	5	3	1	5	7	0	0	0	0	4	0	0	0	0	0	0	0	0	1	2	0	4	0	0	0	0	0	1	24	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_133	241	2	23	184	14	1	309	11	116	75	255	102	122	147	193	55	73	3	54	74	70	0	224	16	1	0	15	3	0	33	192	11	26	184	160	39	8	2	11	25	9	43	1	0	0	1	0	22	11	28	18	185	0	0	0	36	53	73	20	76	0	13	0	0	12	11	55	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_2564	49	13	21	201	85	30	4	67	338	105	15	244	16	8	41	0	10	0	48	9	181	143	164	117	31	0	7	10	123	31	116	22	18	8	6	183	104	25	42	4	0	0	104	71	48	96	56	65	52	86	44	143	19	4	0	79	10	118	7	6	0	30	0	35	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_438	5	6	6	14	10	8	430	3	3	7	243	7	36	3	5	43	9	0	37	286	43	5	3	3	10	0	2	4	13	9	9	1	1	29	237	33	4	6	11	5	0	0	5	5	3	10	19	11	3	4	38	17	2	0	0	2	4	23	2	2	0	3	0	26	1	0	8	0	1	0	0	0	0	0	0	0	0	0	1
BOTU_566	119	3	46	75	20	0	108	22	105	183	59	147	36	51	188	47	12	4	38	64	150	32	147	25	3	0	19	10	45	27	305	24	50	63	64	67	61	9	28	33	26	17	17	3	16	39	16	25	66	36	12	164	13	9	2	7	46	102	45	11	0	12	0	10	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_1108	2	3	42	1	4	0	10	16	7	11	9	12	4	4	2	11	6	17	0	10	4	0	3	10	1	0	8	1	0	11	10	66	64	24	3	0	86	1	42	32	0	7	38	0	0	12	7	0	7	4	5	6	0	0	6	6	13	7	9	2	0	25	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_540	60	0	107	48	9	0	95	22	55	56	63	77	26	44	55	47	27	13	7	58	44	1	88	7	1	0	16	1	1	30	67	71	96	52	44	23	37	1	68	22	0	6	10	1	2	15	0	6	7	17	13	87	0	3	3	4	34	18	17	4	0	57	0	1	8	18	2	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_727	0	66	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_959	2	0	0	0	10	0	0	0	0	0	0	0	141	0	0	0	0	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	86	0	6	0	0	1	0	0	91	0	0	0	0	0	0	217	16	0	0	3	0	0	79	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_2255	14	58	15	19	22	157	55	40	40	63	35	50	32	7	30	72	15	31	7	41	45	0	36	0	92	0	4	4	0	6	125	25	27	6	25	17	151	2	15	26	0	0	7	0	0	35	6	4	4	1	12	105	2	0	16	0	26	39	4	0	0	9	0	3	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_6898	29	0	14	13	1	0	20	1	28	39	14	61	6	6	36	11	3	1	3	2	13	0	39	0	1	0	1	0	0	8	74	9	13	6	9	5	36	0	9	0	0	0	2	11	18	4	0	1	6	1	0	71	0	0	0	3	22	14	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_1846	0	41	0	0	2	104	0	0	1	2	0	1	0	0	6	1	0	0	3	0	0	2	0	0	10	0	0	5	1	0	2	0	1	3	0	0	6	0	1	0	0	0	0	0	0	1	0	1	2	0	0	3	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_9489	1	22	6	3	45	42	8	7	11	3	4	5	120	2	7	3	7	5	19	11	17	11	7	4	33	0	4	17	83	5	7	16	11	4	3	6	8	2	17	4	0	0	16	8	14	10	7	1	110	12	4	14	9	6	0	14	5	5	0	1	0	7	0	39	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_1142	22	0	4	11	0	0	27	0	17	16	17	22	4	7	27	3	2	1	1	10	6	0	14	0	0	0	0	0	0	0	17	5	6	10	12	0	4	0	6	0	26	0	5	0	0	0	0	0	0	0	0	25	0	0	0	0	8	5	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_10857	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_436	120	7	3	153	135	5	8	142	199	110	14	181	13	4	96	10	7	0	37	10	137	242	84	119	7	0	2	27	218	9	153	4	3	3	6	129	141	16	26	2	0	0	110	93	57	131	35	42	78	66	65	143	5	15	0	144	2	80	1	3	0	6	0	76	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_1756	121	1	3	15	0	0	9	1	42	27	18	29	6	20	115	14	1	2	2	6	3	0	48	0	0	0	12	3	0	14	59	1	5	10	6	1	2	0	3	2	0	0	2	0	0	2	2	2	1	5	0	38	1	0	0	19	55	10	5	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_4298	2	1	1	1	4	3	0	1	2	3	0	2	0	0	5	0	1	0	0	1	4	5	1	5	4	0	1	3	5	2	9	0	0	0	0	3	2	0	2	0	0	0	3	0	0	9	3	6	1	6	1	4	0	3	1	2	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_504	10	19	239	5	30	27	39	41	6	25	38	17	20	48	15	43	43	35	10	34	31	15	11	16	16	0	33	3	15	56	39	232	262	41	48	7	51	5	153	36	0	17	32	4	24	21	10	18	17	36	47	32	8	24	17	11	33	20	30	5	41	101	0	5	61	0	8	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_13094	0	1	0	0	0	0	2	0	1	0	0	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	3	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_2487	1	51	2	0	1	58	2	1	0	0	2	1	2	4	0	8	3	1	1	3	0	0	0	0	28	0	11	0	0	1	0	8	3	4	3	0	18	0	3	4	0	0	5	0	0	3	2	1	2	1	0	1	1	0	0	0	2	0	2	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_2191	13	22	33	17	29	60	16	28	21	33	31	38	25	28	14	13	30	12	11	48	29	42	22	11	21	0	16	8	48	43	19	39	61	10	32	33	34	39	45	33	0	0	13	12	16	34	109	23	26	25	34	37	55	4	4	13	38	20	26	3	0	35	0	14	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_5188	11	7	6	16	26	11	6	16	25	24	11	21	7	3	26	6	7	4	10	7	33	28	15	7	20	0	7	9	50	12	26	20	13	4	8	30	24	12	29	2	0	0	13	2	7	21	38	21	21	23	26	28	19	10	0	6	17	33	2	2	0	19	0	2	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_406	6	42	91	9	30	114	27	14	17	27	34	23	29	60	20	56	45	52	34	54	16	25	11	6	86	0	32	5	59	59	15	26	33	34	42	22	33	15	11	20	0	0	18	13	7	17	49	70	21	17	15	16	69	10	5	5	22	23	45	6	0	25	0	11	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_671	26	19	25	13	28	25	13	29	56	51	8	46	5	4	28	3	8	2	15	12	46	77	36	10	45	0	4	14	71	11	51	4	6	17	6	40	56	8	5	2	0	0	40	27	14	43	10	21	26	37	35	74	10	6	1	28	0	32	3	2	0	20	0	39	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_2784	1	3	1	0	3	9	2	2	1	0	2	1	4	1	1	0	0	0	0	1	2	1	1	3	4	0	1	0	0	1	0	3	2	2	0	2	4	2	2	0	0	0	0	2	0	0	1	1	0	1	2	1	3	0	0	4	2	1	2	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_11443	17	0	13	31	20	0	10	2	6	2	8	5	17	59	10	80	34	50	63	2	22	0	10	15	1	0	33	1	0	119	13	15	18	47	181	0	2	1	9	46	0	8	2	0	5	3	1	1	1	22	0	16	0	23	0	4	10	28	36	3	0	6	0	0	6	92	2	0	1	0	0	0	0	0	0	0	0	0	0
BOTU_2819	1	15	8	0	6	9	1	3	0	1	2	0	9	0	6	18	3	4	0	2	0	2	0	0	2	0	4	0	3	8	3	16	14	6	2	0	2	22	18	11	0	0	0	0	0	1	67	2	1	2	3	6	9	0	3	0	25	1	3	2	0	8	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_8891	4	1	3	9	6	0	1	7	5	11	1	13	2	1	6	0	2	0	2	4	12	6	4	1	1	0	3	2	16	1	9	2	0	1	3	13	12	0	1	0	0	0	9	0	1	17	1	7	7	4	14	16	1	6	0	4	0	21	4	0	0	0	0	6	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_1261	11	19	19	15	15	4	43	8	21	17	41	21	28	15	17	23	11	13	10	60	20	1	33	4	11	0	2	9	3	9	19	23	22	18	15	11	9	2	12	6	0	0	8	1	0	3	2	16	4	4	17	35	2	4	0	1	13	17	3	5	0	9	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_13636	0	5	3	0	2	4	2	7	1	0	1	0	0	0	1	14	0	0	0	2	0	3	0	0	1	0	0	0	0	0	0	1	3	2	0	0	3	2	3	6	0	0	0	0	1	1	1	0	0	1	0	2	0	0	2	0	6	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_1271	0	1	18	0	3	0	3	4	0	1	2	3	0	4	0	7	3	9	1	1	1	0	1	7	0	0	1	0	0	5	4	47	24	5	2	0	2	0	13	2	0	13	9	0	0	0	0	0	1	13	0	3	0	0	0	7	4	2	1	0	71	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_871	3	0	44	4	3	0	11	3	10	15	6	18	0	9	3	5	15	1	1	4	7	0	4	0	1	0	6	0	0	13	18	43	46	9	7	5	11	0	25	2	0	10	4	0	0	1	0	0	0	6	0	20	0	0	0	2	9	11	7	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_8312	0	1	1	0	0	0	0	0	0	0	2	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	0	3	2	0	1	0	0	0	0	0	0	1	1	2	0	0	1	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_418	37	64	94	43	138	81	60	268	35	70	86	57	48	51	81	176	45	152	32	68	55	100	62	28	53	0	38	12	100	119	118	140	131	53	53	39	344	39	84	107	0	12	46	11	20	164	67	46	44	61	60	62	57	12	61	22	72	68	49	18	41	67	0	26	78	0	23	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_7812	9	0	0	6	9	0	0	4	10	9	1	10	2	0	13	0	0	0	2	0	5	13	8	5	0	0	0	10	17	0	8	0	0	0	1	6	14	0	1	0	0	0	11	23	3	7	2	10	5	9	8	12	0	0	0	8	0	4	0	0	0	0	0	13	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_714	1	0	88	0	5	0	6	0	0	0	13	0	0	22	0	0	26	2	0	2	0	0	1	18	0	0	14	0	0	49	0	59	53	7	14	0	1	0	53	1	0	52	0	0	36	0	0	0	0	54	0	1	0	0	0	21	6	0	19	0	94	39	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_1627	5	29	18	4	11	20	17	11	4	4	21	6	7	24	9	9	21	2	4	19	3	7	8	4	45	0	17	2	11	13	4	16	20	9	16	6	5	10	12	7	0	0	10	3	5	4	16	2	7	6	6	10	29	3	7	1	5	5	17	3	0	16	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_96	20	160	569	7	56	47	73	28	44	36	111	51	59	179	45	45	82	48	62	78	32	34	35	52	12	24	63	16	60	194	57	479	257	69	88	29	37	22	323	32	0	173	38	53	43	25	32	48	31	229	20	38	74	27	21	89	40	60	77	18	13	271	0	7	0	43	43	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_1617	2	6	6	14	17	8	5	5	22	11	0	19	6	7	7	0	9	1	7	1	11	5	10	8	14	0	6	2	17	26	13	12	9	1	5	22	22	8	1	2	0	0	21	7	14	9	17	5	12	9	17	14	80	2	0	16	2	16	3	3	0	6	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_3792	2	1	7	2	5	5	2	0	1	2	4	3	0	2	5	3	1	1	1	1	2	1	3	0	6	0	0	0	3	1	2	9	5	4	1	0	2	0	4	1	0	12	0	1	0	2	2	1	0	3	3	5	5	1	0	4	5	3	1	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_1194	0	22	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_147	85	0	3	160	0	0	228	0	74	10	20	36	67	67	21	155	19	0	1162	13	185	0	129	20	0	0	7	6	0	47	47	9	0	171	1592	11	1	0	0	7	0	18	0	21	0	2	0	3	32	27	1	6	6	0	0	26	4	176	3	2	0	8	0	0	0	8	205	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_14049	7	2	0	7	3	1	2	15	87	20	0	14	1	1	4	1	0	0	4	1	15	23	6	54	2	0	0	1	10	2	6	4	1	0	1	3	11	1	10	0	0	0	18	10	18	20	1	4	4	17	20	26	0	0	0	14	1	2	0	0	0	1	0	7	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_633	64	4	21	25	2	6	51	2	66	30	47	94	24	16	59	16	4	1	9	26	31	0	73	8	7	2	5	0	0	7	44	17	11	23	30	16	28	0	11	6	14	10	3	0	0	4	0	0	27	35	0	53	0	9	1	13	18	31	9	3	42	4	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_713	0	2	12	27	2	7	109	0	12	6	16	21	110	3	5	55	5	0	12	77	25	0	18	1	1	0	0	0	0	5	3	5	6	18	23	60	0	0	6	0	5	15	0	0	0	1	0	0	1	9	0	18	0	0	0	0	1	20	9	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_7534	18	6	20	17	11	6	57	10	40	27	31	63	19	13	38	22	12	7	18	37	22	12	46	1	8	0	4	2	22	6	54	9	32	8	26	13	18	5	9	22	0	0	1	4	0	6	27	20	14	2	11	39	18	0	0	0	24	17	2	1	0	9	0	2	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_10534	2	3	9	4	4	3	1	2	13	3	4	9	3	4	4	2	4	0	4	2	6	6	1	4	6	0	3	1	5	3	2	3	7	7	6	5	6	5	6	2	0	0	2	1	0	5	3	6	3	7	1	5	10	0	1	4	27	4	4	0	0	4	0	5	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_12316	4	10	13	2	6	17	5	5	8	7	6	6	5	5	10	2	2	1	4	11	5	14	9	4	8	0	5	7	18	2	6	6	10	8	6	2	20	0	1	4	0	0	3	2	3	8	1	5	7	7	10	5	6	12	0	5	4	3	3	1	0	3	0	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_4158	0	2	0	0	3	3	1	0	1	1	0	1	0	0	4	1	1	1	0	0	2	3	2	0	5	0	0	0	4	1	3	2	3	0	1	2	1	0	0	0	0	0	0	1	0	0	0	5	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_1033	19	0	11	10	1	0	22	2	20	20	17	29	8	8	33	7	4	0	3	3	9	0	35	0	0	0	8	0	0	2	31	7	5	8	9	2	16	0	3	5	0	1	1	0	0	6	1	0	21	3	0	31	3	0	0	0	39	4	6	5	0	3	0	0	7	30	4	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_1775	107	17	22	136	135	22	19	116	235	129	16	132	16	4	63	9	9	0	30	13	119	174	86	158	35	0	3	34	172	22	170	20	12	16	15	107	133	21	39	1	0	0	104	91	67	118	44	32	65	102	91	207	26	28	0	138	12	80	9	2	0	28	0	78	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_7004	44	1	3	49	83	3	7	127	32	85	4	62	10	5	47	1	3	0	48	2	95	228	38	32	5	0	1	32	135	1	100	3	0	1	6	74	31	8	2	1	0	0	45	29	20	41	8	91	27	30	50	68	2	8	0	23	5	41	0	2	0	2	0	28	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_802	4	85	7	1	10	61	1	6	0	8	2	0	20	1	8	98	0	22	1	3	13	14	0	0	79	0	0	7	15	0	19	48	22	3	0	10	9	6	49	4	0	0	8	0	0	3	13	2	1	0	5	16	3	0	3	10	14	6	1	4	0	35	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_1720	18	0	0	18	0	0	26	0	13	7	28	15	8	9	22	15	3	0	10	16	12	0	38	0	0	0	0	0	0	0	21	0	0	16	17	0	17	0	0	1	17	0	0	0	0	4	0	4	0	0	0	28	0	0	0	0	6	8	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_12797	3	1	0	1	2	1	2	2	1	2	2	4	1	0	1	0	1	0	6	0	7	4	0	0	0	0	0	1	3	1	2	1	0	0	4	3	0	0	2	0	0	0	1	4	1	2	1	6	2	1	2	7	1	0	0	3	1	8	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_10279	11	10	72	11	17	6	20	15	41	7	30	27	41	36	11	13	19	15	43	28	17	27	24	5	14	0	17	5	20	30	7	19	35	14	26	30	39	13	10	25	0	0	14	12	29	26	23	55	19	32	17	11	53	21	5	6	10	14	13	15	0	23	0	22	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_685	38	28	38	37	53	37	13	56	62	51	17	53	17	25	70	5	27	11	47	15	75	69	25	16	32	0	20	42	74	25	83	41	50	18	22	85	47	13	53	11	0	0	54	26	19	48	41	95	39	34	55	51	41	3	0	38	14	66	7	4	0	40	0	25	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_5499	110	0	5	76	7	2	198	3	115	85	132	147	110	35	130	73	37	2	39	99	78	0	165	0	0	0	5	3	2	0	129	11	4	92	125	37	127	0	1	5	0	0	0	0	0	24	0	6	1	0	0	147	1	0	1	0	80	70	23	31	0	1	0	0	27	0	6	0	1	0	0	0	0	0	0	0	0	0	0
BOTU_9401	13	13	49	18	14	2	36	22	24	16	31	15	17	7	16	20	12	15	7	17	12	8	28	0	8	0	13	1	2	12	24	106	100	39	22	3	31	0	54	15	19	0	31	0	0	9	1	2	5	11	2	29	1	0	10	2	14	15	8	0	0	18	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_6862	0	1	0	0	0	8	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_4476	17	22	89	13	51	7	55	97	26	47	37	34	34	19	29	61	32	100	5	25	28	0	33	18	3	0	15	1	0	20	58	160	156	36	33	19	107	2	99	78	5	16	63	0	0	38	5	2	57	21	61	56	0	15	32	0	63	42	20	1	0	53	0	0	37	0	3	0	0	0	0	0	0	0	0	0	1	0	0
BOTU_1947	1	10	13	2	5	59	7	3	1	2	2	2	5	1	7	4	2	7	4	10	4	4	2	0	26	0	1	1	7	0	2	6	1	12	2	7	1	0	2	2	0	0	5	0	0	7	3	0	3	3	4	4	3	0	0	1	1	4	9	3	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_508	0	35	9	0	0	189	1	1	0	0	0	0	10	1	0	32	0	12	0	0	0	0	0	0	72	0	0	0	0	0	0	95	64	0	0	0	2	76	148	21	0	0	3	0	0	1	262	0	0	0	0	0	40	0	0	0	54	0	0	11	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_2869	2	5	2	0	3	2	1	2	0	0	2	1	4	3	1	2	1	5	0	6	0	0	0	1	5	0	0	3	0	0	1	4	1	1	2	1	2	4	8	0	0	0	0	2	1	1	0	2	0	0	3	1	1	0	0	2	1	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_5583	3	0	5	10	3	0	11	2	14	7	3	14	9	7	4	10	4	1	7	14	8	3	8	4	0	0	1	3	5	9	11	7	4	7	34	7	0	2	7	3	0	3	0	3	0	4	0	2	1	14	1	8	1	0	1	9	2	7	2	0	0	12	0	1	36	7	1	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_737	13	6	25	12	40	15	12	38	7	19	7	18	20	16	31	14	14	14	25	12	38	20	17	8	10	0	9	10	41	18	17	28	22	14	16	10	19	13	12	20	0	0	24	8	13	30	17	22	26	23	35	23	30	3	22	9	13	37	9	3	0	13	0	6	42	0	19	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_317	79	0	12	135	6	0	89	3	44	23	59	36	28	107	62	22	37	1	108	24	60	0	109	14	0	0	23	0	0	63	50	24	11	105	137	13	6	4	13	136	11	25	0	0	27	4	4	8	10	28	17	40	1	0	11	17	24	32	30	11	46	20	0	0	0	18	32	0	1	0	0	0	0	0	0	0	0	0	0
BOTU_3044	7	0	25	3	3	1	13	1	7	15	4	8	1	5	18	7	3	0	4	2	8	4	17	3	1	0	0	0	4	3	27	23	12	9	6	4	5	1	23	0	0	9	3	13	2	4	1	3	8	3	3	13	2	0	0	2	11	7	3	1	0	15	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_232	133	0	8	94	1	0	179	8	87	90	136	152	79	55	122	40	23	0	20	80	68	2	145	0	0	0	16	2	0	3	106	10	15	63	96	18	7	0	3	23	0	0	0	6	2	5	0	15	0	3	0	135	1	1	4	1	51	35	18	21	0	6	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_12477	2	0	1	1	11	0	3	0	2	5	3	0	152	0	0	0	0	2	11	6	2	0	7	0	0	0	0	0	0	3	1	12	0	0	1	0	12	29	0	10	0	0	1	0	0	115	0	0	0	0	0	3	155	1	0	0	0	0	0	86	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_2924	1	5	0	0	0	5	12	0	1	2	3	7	39	0	5	6	1	1	2	4	4	0	3	4	1	0	0	0	0	0	2	2	0	2	0	11	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_1505	6	6	6	13	4	10	10	5	10	10	11	33	5	9	5	5	9	3	4	27	3	6	9	1	4	0	11	4	2	11	19	5	7	41	6	4	5	3	6	13	0	0	1	0	1	2	6	4	4	6	1	14	1	0	2	0	16	4	12	3	0	3	0	3	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
BOTU_12213	124	32	9	97	6	60	161	4	150	131	145	208	51	28	172	65	13	0	15	133	87	3	217	0	5	0	11	2	0	1	199	6	6	62	66	25	126	2	5	3	0	1	4	0	0	22	4	8	1	1	0	242	2	0	1	0	36	59	14	6	0	4	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0
