OTU_ID	Domain	D_Score	Phylum	P_Score	Class	C_Score	Subclass	SC_Score	Order	O_Score	Suborder	SO_Score	Family	F_Score	Genus	G_Score
BOTU_1	Bacteria	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Actinobacteridae	1.0	Actinomycetales	1.0	Micrococcineae	1.0	Micrococcaceae	1.0	Arthrobacter	1.0
BOTU_2	Bacteria	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Actinobacteridae	1.0	Actinomycetales	1.0	Frankineae	1.0	Geodermatophilaceae	1.0	Blastococcus	0.84
BOTU_3	Bacteria	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Actinobacteridae	1.0	Actinomycetales	1.0	Propionibacterineae	1.0	Nocardioidaceae	1.0	Kribbella	1.0
BOTU_4	Bacteria	1.0	Proteobacteria	1.0	Betaproteobacteria	1.0	NA	NA	Methylophilales	1.0	NA	NA	Methylophilaceae	1.0	Methylophilus	0.75
BOTU_5	Bacteria	1.0	Acidobacteria	1.0	Acidobacteria_Gp16	1.0	NA	NA	NA	NA	NA	NA	NA	NA	Gp16	1.0
BOTU_6	Bacteria	1.0	Proteobacteria	1.0	Alphaproteobacteria	1.0	NA	NA	Rhizobiales	1.0	NA	NA	Hyphomicrobiaceae	0.87	Devosia	0.87
BOTU_7	Bacteria	1.0	Proteobacteria	1.0	Gammaproteobacteria	1.0	NA	NA	Xanthomonadales	1.0	NA	NA	Xanthomonadaceae	1.0	Rhodanobacter	1.0
BOTU_8	Bacteria	1.0	Proteobacteria	1.0	Gammaproteobacteria	0.98	NA	NA	Xanthomonadales	0.88	NA	NA	Sinobacteraceae	0.82	Povalibacter	0.74
BOTU_9	Bacteria	1.0	Actinobacteria	0.97	Actinobacteria	0.96	Rubrobacteridae	0.95	Solirubrobacterales	0.9	NA	NA	Solirubrobacteraceae	0.57	Solirubrobacter	0.57
BOTU_10	Bacteria	1.0	Bacteroidetes	1.0	Sphingobacteriia	1.0	NA	NA	Sphingobacteriales	1.0	NA	NA	Sphingobacteriaceae	1.0	Pedobacter	0.99
BOTU_11	Bacteria	1.0	Bacteroidetes	1.0	Cytophagia	1.0	NA	NA	Cytophagales	1.0	NA	NA	NA	NA	Ohtaekwangia	0.6
BOTU_12	Bacteria	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Rubrobacteridae	1.0	Gaiellales	1.0	NA	NA	Gaiellaceae	1.0	Gaiella	1.0
BOTU_13	Archaea	1.0	Thaumarchaeota	1.0	NA	NA	NA	NA	Nitrososphaerales	1.0	NA	NA	Nitrososphaeraceae	1.0	Nitrososphaera	1.0
BOTU_14	Bacteria	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Actinobacteridae	1.0	Actinomycetales	1.0	Pseudonocardineae	1.0	Pseudonocardiaceae	1.0	Amycolatopsis	0.98
BOTU_15	Bacteria	1.0	Actinobacteria	0.72	Actinobacteria	0.68	Rubrobacteridae	0.65	Solirubrobacterales	0.65	NA	NA	Conexibacteraceae	0.23	Conexibacter	0.23
BOTU_16	Bacteria	1.0	Acidobacteria	0.66	Acidobacteria_Gp16	0.57	NA	NA	NA	NA	NA	NA	NA	NA	Gp16	0.57
BOTU_17	Bacteria	1.0	Proteobacteria	1.0	Alphaproteobacteria	1.0	NA	NA	Rhizobiales	0.96	NA	NA	Rhodobiaceae	0.52	Anderseniella	0.45
BOTU_18	Bacteria	1.0	Bacteroidetes	1.0	Sphingobacteriia	1.0	NA	NA	Sphingobacteriales	1.0	NA	NA	Chitinophagaceae	1.0	Terrimonas	0.92
BOTU_19	Bacteria	1.0	Proteobacteria	1.0	Alphaproteobacteria	1.0	NA	NA	Rhizobiales	0.97	NA	NA	Hyphomicrobiaceae	0.94	Pedomicrobium	0.86
BOTU_20	Bacteria	1.0	Actinobacteria	0.88	Actinobacteria	0.88	Acidimicrobidae	0.33	Acidimicrobiales	0.33	Acidimicrobineae	0.33	Acidimicrobineae_incertae_sedis	0.29	Aciditerrimonas	0.29
BOTU_21	Bacteria	1.0	Proteobacteria	1.0	Alphaproteobacteria	1.0	NA	NA	Alphaproteobacteria_incertae_sedis	0.56	NA	NA	NA	NA	Rhizomicrobium	0.55
BOTU_22	Bacteria	1.0	Bacteroidetes	1.0	Sphingobacteriia	1.0	NA	NA	Sphingobacteriales	1.0	NA	NA	Chitinophagaceae	1.0	Parasegetibacter	0.87
BOTU_23	Bacteria	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Rubrobacteridae	1.0	Gaiellales	1.0	NA	NA	Gaiellaceae	1.0	Gaiella	1.0
BOTU_24	Bacteria	1.0	Chloroflexi	1.0	Chloroflexia	1.0	NA	NA	Kallotenuales	1.0	NA	NA	Kallotenuaceae	1.0	Kallotenue	1.0
BOTU_25	Bacteria	1.0	Gemmatimonadetes	0.74	Gemmatimonadetes	0.74	NA	NA	Gemmatimonadales	0.74	NA	NA	Gemmatimonadaceae	0.74	Gemmatimonas	0.74
BOTU_26	Bacteria	1.0	Proteobacteria	0.99	Betaproteobacteria	0.97	NA	NA	Rhodocyclales	0.3	NA	NA	Rhodocyclaceae	0.3	Denitratisoma	0.27
BOTU_27	Archaea	1.0	Thaumarchaeota	1.0	NA	NA	NA	NA	Nitrososphaerales	1.0	NA	NA	Nitrososphaeraceae	1.0	Nitrososphaera	1.0
BOTU_28	Bacteria	1.0	Actinobacteria	0.81	Actinobacteria	0.7	Rubrobacteridae	0.61	Gaiellales	0.61	NA	NA	Gaiellaceae	0.61	Gaiella	0.61
BOTU_29	Bacteria	1.0	Acidobacteria	0.63	Acidobacteria_Gp16	0.63	NA	NA	NA	NA	NA	NA	NA	NA	Gp16	0.63
BOTU_30	Archaea	1.0	Thaumarchaeota	1.0	NA	NA	NA	NA	Nitrososphaerales	1.0	NA	NA	Nitrososphaeraceae	1.0	Nitrososphaera	1.0
BOTU_31	Bacteria	1.0	Proteobacteria	0.99	Deltaproteobacteria	0.94	NA	NA	Myxococcales	0.87	Sorangiineae	0.81	Phaselicystidaceae	0.31	Phaselicystis	0.31
BOTU_32	Archaea	1.0	Thaumarchaeota	1.0	NA	NA	NA	NA	Nitrososphaerales	1.0	NA	NA	Nitrososphaeraceae	1.0	Nitrososphaera	1.0
BOTU_33	Bacteria	1.0	Bacteroidetes	1.0	Flavobacteriia	1.0	NA	NA	Flavobacteriales	1.0	NA	NA	Flavobacteriaceae	1.0	Flavobacterium	1.0
BOTU_34	Bacteria	1.0	Proteobacteria	1.0	Alphaproteobacteria	1.0	NA	NA	Rhizobiales	1.0	NA	NA	Xanthobacteraceae	0.69	Pseudolabrys	0.68
BOTU_35	Bacteria	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Rubrobacteridae	1.0	Gaiellales	1.0	NA	NA	Gaiellaceae	1.0	Gaiella	1.0
BOTU_36	Bacteria	0.99	Chloroflexi	0.81	Anaerolineae	0.69	NA	NA	Anaerolineales	0.69	NA	NA	Anaerolineaceae	0.69	Levilinea	0.42
BOTU_37	Bacteria	1.0	Proteobacteria	1.0	Alphaproteobacteria	1.0	NA	NA	Rhizobiales	1.0	NA	NA	Phyllobacteriaceae	1.0	Aminobacter	0.96
BOTU_38	Bacteria	1.0	Proteobacteria	1.0	Alphaproteobacteria	1.0	NA	NA	Rhizobiales	1.0	NA	NA	Bradyrhizobiaceae	1.0	Bradyrhizobium	1.0
BOTU_39	Bacteria	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Actinobacteridae	1.0	Actinomycetales	1.0	Micrococcineae	1.0	Promicromonosporaceae	1.0	Promicromonospora	1.0
BOTU_40	Bacteria	1.0	Actinobacteria	1.0	Actinobacteria	0.96	Rubrobacteridae	0.96	Gaiellales	0.94	NA	NA	Gaiellaceae	0.94	Gaiella	0.94
BOTU_41	Bacteria	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Actinobacteridae	1.0	Actinomycetales	1.0	Streptomycineae	1.0	Streptomycetaceae	1.0	Streptomyces	0.99
BOTU_42	Bacteria	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Actinobacteridae	1.0	Actinomycetales	1.0	Micrococcineae	1.0	Microbacteriaceae	1.0	Rhodoglobus	0.29
BOTU_43	Bacteria	1.0	Acidobacteria	0.94	Acidobacteria_Gp16	0.94	NA	NA	NA	NA	NA	NA	NA	NA	Gp16	0.94
BOTU_44	Bacteria	1.0	Actinobacteria	0.91	Actinobacteria	0.91	Rubrobacteridae	0.89	Gaiellales	0.86	NA	NA	Gaiellaceae	0.86	Gaiella	0.86
BOTU_45	Bacteria	1.0	Acidobacteria	1.0	Acidobacteria_Gp4	1.0	NA	NA	NA	NA	NA	NA	NA	NA	Gp4	1.0
BOTU_46	Bacteria	1.0	Proteobacteria	1.0	Gammaproteobacteria	1.0	NA	NA	Xanthomonadales	0.98	NA	NA	Xanthomonadaceae	0.98	Dokdonella	0.81
BOTU_47	Bacteria	1.0	Actinobacteria	0.82	Actinobacteria	0.82	Acidimicrobidae	0.17	Acidimicrobiales	0.17	Acidimicrobineae	0.17	Acidimicrobineae_incertae_sedis	0.17	Aciditerrimonas	0.17
BOTU_48	Bacteria	1.0	Proteobacteria	1.0	Gammaproteobacteria	1.0	NA	NA	Pseudomonadales	1.0	NA	NA	Pseudomonadaceae	1.0	Pseudomonas	1.0
BOTU_49	Bacteria	1.0	Gemmatimonadetes	0.36	Gemmatimonadetes	0.36	NA	NA	Gemmatimonadales	0.36	NA	NA	Gemmatimonadaceae	0.36	Gemmatimonas	0.36
BOTU_50	Bacteria	1.0	Proteobacteria	1.0	Alphaproteobacteria	1.0	NA	NA	Rhizobiales	1.0	NA	NA	Hyphomicrobiaceae	0.93	Hyphomicrobium	0.78
BOTU_51	Bacteria	1.0	Proteobacteria	1.0	Alphaproteobacteria	1.0	NA	NA	Rhizobiales	0.94	NA	NA	Phyllobacteriaceae	0.35	Chelativorans	0.32
BOTU_52	Bacteria	1.0	Actinobacteria	0.79	Actinobacteria	0.77	Rubrobacteridae	0.74	Solirubrobacterales	0.65	NA	NA	Conexibacteraceae	0.43	Conexibacter	0.43
BOTU_53	Bacteria	1.0	Acidobacteria	1.0	Acidobacteria_Gp6	1.0	NA	NA	NA	NA	NA	NA	NA	NA	Gp6	1.0
BOTU_54	Bacteria	1.0	Proteobacteria	1.0	Alphaproteobacteria	0.99	NA	NA	Rhizobiales	0.87	NA	NA	Methylobacteriaceae	0.32	Meganema	0.32
BOTU_55	Bacteria	1.0	Acidobacteria	1.0	Acidobacteria_Gp6	1.0	NA	NA	NA	NA	NA	NA	NA	NA	Gp6	1.0
BOTU_56	Bacteria	1.0	Proteobacteria	1.0	Alphaproteobacteria	1.0	NA	NA	Caulobacterales	1.0	NA	NA	Caulobacteraceae	1.0	Caulobacter	1.0
BOTU_57	Bacteria	1.0	Actinobacteria	0.97	Actinobacteria	0.64	Rubrobacteridae	0.63	Solirubrobacterales	0.6	NA	NA	Conexibacteraceae	0.37	Conexibacter	0.37
BOTU_58	Bacteria	1.0	Bacteroidetes	0.99	Cytophagia	0.96	NA	NA	Cytophagales	0.96	NA	NA	NA	NA	Chryseolinea	0.84
BOTU_59	Bacteria	1.0	Proteobacteria	1.0	Betaproteobacteria	0.97	NA	NA	Burkholderiales	0.35	NA	NA	Alcaligenaceae	0.2	Basilea	0.19
BOTU_60	Bacteria	1.0	Gemmatimonadetes	0.94	Gemmatimonadetes	0.94	NA	NA	Gemmatimonadales	0.94	NA	NA	Gemmatimonadaceae	0.94	Gemmatimonas	0.94
BOTU_61	Bacteria	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Rubrobacteridae	0.99	Gaiellales	0.99	NA	NA	Gaiellaceae	0.99	Gaiella	0.99
BOTU_62	Bacteria	1.0	Bacteroidetes	1.0	Sphingobacteriia	1.0	NA	NA	Sphingobacteriales	1.0	NA	NA	Sphingobacteriaceae	1.0	Pedobacter	0.89
BOTU_63	Bacteria	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Actinobacteridae	1.0	Actinomycetales	1.0	Corynebacterineae	1.0	Mycobacteriaceae	1.0	Mycobacterium	1.0
BOTU_64	Bacteria	1.0	Proteobacteria	1.0	Alphaproteobacteria	1.0	NA	NA	Rhizobiales	0.68	NA	NA	Rhodobiaceae	0.5	Rhodoligotrophos	0.33
BOTU_65	Bacteria	1.0	Bacteroidetes	1.0	Cytophagia	1.0	NA	NA	Cytophagales	1.0	NA	NA	NA	NA	Chryseolinea	0.58
BOTU_66	Bacteria	1.0	Proteobacteria	1.0	Alphaproteobacteria	1.0	NA	NA	Caulobacterales	1.0	NA	NA	Caulobacteraceae	1.0	Asticcacaulis	0.89
BOTU_67	Bacteria	1.0	Verrucomicrobia	1.0	Opitutae	0.98	NA	NA	Opitutales	0.96	NA	NA	Opitutaceae	0.96	Alterococcus	0.9
BOTU_68	Bacteria	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Rubrobacteridae	1.0	Solirubrobacterales	1.0	NA	NA	Solirubrobacteraceae	1.0	Solirubrobacter	1.0
BOTU_69	Bacteria	1.0	Actinobacteria	0.99	Actinobacteria	0.99	Rubrobacteridae	0.99	Gaiellales	0.98	NA	NA	Gaiellaceae	0.98	Gaiella	0.98
BOTU_70	Bacteria	1.0	Acidobacteria	1.0	Acidobacteria_Gp16	1.0	NA	NA	NA	NA	NA	NA	NA	NA	Gp16	1.0
BOTU_71	Bacteria	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Actinobacteridae	1.0	Actinomycetales	1.0	Pseudonocardineae	1.0	Pseudonocardiaceae	1.0	Actinophytocola	0.48
BOTU_72	Bacteria	1.0	Firmicutes	0.14	Clostridia	0.12	NA	NA	Thermoanaerobacterales	0.09	NA	NA	Thermoanaerobacteraceae	0.09	Brockia	0.08
BOTU_73	Bacteria	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Actinobacteridae	1.0	Actinomycetales	1.0	Micrococcineae	1.0	Intrasporangiaceae	1.0	Phycicoccus	1.0
BOTU_74	Bacteria	1.0	Firmicutes	1.0	Bacilli	1.0	NA	NA	Bacillales	1.0	NA	NA	Planococcaceae	0.85	Lysinibacillus	0.69
BOTU_75	Bacteria	1.0	Bacteroidetes	1.0	Sphingobacteriia	1.0	NA	NA	Sphingobacteriales	1.0	NA	NA	Chitinophagaceae	1.0	Parafilimonas	1.0
BOTU_76	Bacteria	1.0	Proteobacteria	1.0	Alphaproteobacteria	1.0	NA	NA	Sphingomonadales	1.0	NA	NA	Sphingomonadaceae	1.0	Sphingomonas	0.78
BOTU_77	Bacteria	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Actinobacteridae	1.0	Actinomycetales	1.0	Micrococcineae	1.0	Microbacteriaceae	1.0	Agromyces	0.9
BOTU_78	Bacteria	0.99	Chloroflexi	0.57	Anaerolineae	0.26	NA	NA	Anaerolineales	0.26	NA	NA	Anaerolineaceae	0.26	Longilinea	0.1
BOTU_79	Bacteria	1.0	Proteobacteria	1.0	Alphaproteobacteria	1.0	NA	NA	Rhizobiales	1.0	NA	NA	Methylobacteriaceae	1.0	Microvirga	0.99
BOTU_80	Bacteria	1.0	Actinobacteria	0.99	Actinobacteria	0.99	Acidimicrobidae	0.99	Acidimicrobiales	0.99	Acidimicrobineae	0.99	Iamiaceae	0.86	Aquihabitans	0.64
BOTU_81	Bacteria	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Actinobacteridae	1.0	Actinomycetales	1.0	Propionibacterineae	1.0	Nocardioidaceae	1.0	Nocardioides	1.0
BOTU_82	Bacteria	1.0	Bacteroidetes	1.0	Cytophagia	1.0	NA	NA	Cytophagales	1.0	NA	NA	NA	NA	Chryseolinea	0.97
BOTU_83	Bacteria	1.0	Chloroflexi	0.18	Anaerolineae	0.13	NA	NA	Anaerolineales	0.13	NA	NA	Anaerolineaceae	0.13	Levilinea	0.08
BOTU_84	Bacteria	1.0	Proteobacteria	0.98	Alphaproteobacteria	0.97	NA	NA	Rhodobacterales	0.52	NA	NA	Rhodobacteraceae	0.52	Roseibaca	0.28
BOTU_85	Bacteria	1.0	Proteobacteria	1.0	Alphaproteobacteria	1.0	NA	NA	Rhizobiales	1.0	NA	NA	Phyllobacteriaceae	1.0	Mesorhizobium	1.0
BOTU_86	Bacteria	1.0	Proteobacteria	0.98	Alphaproteobacteria	0.98	NA	NA	Alphaproteobacteria_incertae_sedis	0.55	NA	NA	NA	NA	Rhizomicrobium	0.55
BOTU_87	Bacteria	1.0	Proteobacteria	1.0	Alphaproteobacteria	1.0	NA	NA	Rhizobiales	0.98	NA	NA	Rhizobiaceae	0.29	Kaistia	0.29
BOTU_88	Bacteria	1.0	Actinobacteria	0.96	Actinobacteria	0.74	Rubrobacteridae	0.74	Solirubrobacterales	0.59	NA	NA	Conexibacteraceae	0.3	Conexibacter	0.3
BOTU_89	Bacteria	1.0	Proteobacteria	1.0	Alphaproteobacteria	1.0	NA	NA	Rhizobiales	1.0	NA	NA	Rhizobiaceae	0.98	Rhizobium	0.97
BOTU_90	Bacteria	1.0	Acidobacteria	1.0	Acidobacteria_Gp6	1.0	NA	NA	NA	NA	NA	NA	NA	NA	Gp6	1.0
BOTU_91	Bacteria	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Rubrobacteridae	0.99	Rubrobacterales	0.99	Rubrobacterineae	0.99	Rubrobacteraceae	0.99	Rubrobacter	0.99
BOTU_92	Bacteria	1.0	Proteobacteria	1.0	Betaproteobacteria	1.0	NA	NA	Burkholderiales	1.0	NA	NA	Burkholderiales_incertae_sedis	0.5	Aquabacterium	0.41
BOTU_93	Bacteria	1.0	Acidobacteria	1.0	Acidobacteria_Gp10	0.96	NA	NA	NA	NA	NA	NA	NA	NA	Gp10	0.96
BOTU_94	Bacteria	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Actinobacteridae	1.0	Actinomycetales	1.0	Propionibacterineae	1.0	Nocardioidaceae	1.0	Aeromicrobium	0.96
BOTU_95	Bacteria	1.0	Acidobacteria	1.0	Acidobacteria_Gp6	1.0	NA	NA	NA	NA	NA	NA	NA	NA	Gp6	1.0
BOTU_96	Bacteria	1.0	Proteobacteria	1.0	Gammaproteobacteria	1.0	NA	NA	Xanthomonadales	1.0	NA	NA	Xanthomonadaceae	1.0	Arenimonas	1.0
BOTU_97	Bacteria	1.0	Proteobacteria	1.0	Alphaproteobacteria	1.0	NA	NA	Rhizobiales	1.0	NA	NA	Xanthobacteraceae	0.64	Pseudolabrys	0.6
BOTU_98	Bacteria	1.0	Proteobacteria	1.0	Alphaproteobacteria	1.0	NA	NA	Rhizobiales	1.0	NA	NA	Rhizobiaceae	1.0	Rhizobium	1.0
BOTU_99	Bacteria	1.0	Proteobacteria	1.0	Alphaproteobacteria	1.0	NA	NA	Rhizobiales	0.76	NA	NA	Methylocystaceae	0.25	Hansschlegelia	0.13
BOTU_100	Bacteria	1.0	Proteobacteria	1.0	Alphaproteobacteria	1.0	NA	NA	Rhizobiales	1.0	NA	NA	Methylobacteriaceae	1.0	Microvirga	0.49
BOTU_101	Bacteria	1.0	Firmicutes	0.4	Clostridia	0.27	NA	NA	Thermoanaerobacterales	0.21	NA	NA	Thermoanaerobacteraceae	0.21	Gelria	0.17
BOTU_102	Bacteria	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Actinobacteridae	1.0	Actinomycetales	1.0	Micrococcineae	1.0	Micrococcaceae	0.98	Arthrobacter	0.96
BOTU_103	Bacteria	0.99	Chloroflexi	0.81	Anaerolineae	0.64	NA	NA	Anaerolineales	0.64	NA	NA	Anaerolineaceae	0.64	Bellilinea	0.28
BOTU_104	Bacteria	1.0	Proteobacteria	1.0	Alphaproteobacteria	1.0	NA	NA	Rhizobiales	1.0	NA	NA	Hyphomicrobiaceae	0.95	Hyphomicrobium	0.91
BOTU_105	Bacteria	1.0	Bacteroidetes	1.0	Sphingobacteriia	1.0	NA	NA	Sphingobacteriales	1.0	NA	NA	Chitinophagaceae	1.0	Terrimonas	1.0
BOTU_106	Bacteria	1.0	candidate division WPS-1	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	WPS-1_genera_incertae_sedis	1.0
BOTU_107	Bacteria	1.0	Proteobacteria	1.0	Betaproteobacteria	1.0	NA	NA	Burkholderiales	1.0	NA	NA	Oxalobacteraceae	1.0	Massilia	1.0
BOTU_108	Bacteria	1.0	Proteobacteria	1.0	Betaproteobacteria	1.0	NA	NA	Burkholderiales	1.0	NA	NA	Comamonadaceae	1.0	Rhodoferax	0.51
BOTU_109	Bacteria	1.0	Proteobacteria	1.0	Betaproteobacteria	1.0	NA	NA	Burkholderiales	1.0	NA	NA	Comamonadaceae	1.0	Variovorax	0.71
BOTU_110	Bacteria	1.0	Bacteroidetes	0.98	Sphingobacteriia	0.76	NA	NA	Sphingobacteriales	0.76	NA	NA	Saprospiraceae	0.7	Phaeodactylibacter	0.53
BOTU_111	Bacteria	0.97	Chloroflexi	0.46	Ktedonobacteria	0.17	NA	NA	Ktedonobacterales	0.17	NA	NA	Ktedonobacteraceae	0.17	Ktedonobacter	0.17
BOTU_112	Bacteria	0.98	Chloroflexi	0.71	Anaerolineae	0.37	NA	NA	Anaerolineales	0.37	NA	NA	Anaerolineaceae	0.37	Longilinea	0.15
BOTU_113	Bacteria	1.0	Bacteroidetes	1.0	Sphingobacteriia	1.0	NA	NA	Sphingobacteriales	1.0	NA	NA	Chitinophagaceae	1.0	Terrimonas	0.67
BOTU_114	Bacteria	1.0	Chloroflexi	0.5	Anaerolineae	0.46	NA	NA	Anaerolineales	0.46	NA	NA	Anaerolineaceae	0.46	Levilinea	0.27
BOTU_115	Bacteria	1.0	Proteobacteria	1.0	Betaproteobacteria	1.0	NA	NA	Rhodocyclales	0.61	NA	NA	Rhodocyclaceae	0.61	Sulfuritalea	0.42
BOTU_116	Bacteria	1.0	Proteobacteria	1.0	Alphaproteobacteria	1.0	NA	NA	Sphingomonadales	0.99	NA	NA	Sphingomonadaceae	0.99	Sphingomonas	0.42
BOTU_117	Bacteria	0.98	Gemmatimonadetes	0.79	Gemmatimonadetes	0.79	NA	NA	Gemmatimonadales	0.79	NA	NA	Gemmatimonadaceae	0.79	Gemmatimonas	0.79
BOTU_118	Bacteria	1.0	Gemmatimonadetes	0.7	Gemmatimonadetes	0.7	NA	NA	Gemmatimonadales	0.7	NA	NA	Gemmatimonadaceae	0.7	Gemmatimonas	0.7
BOTU_119	Bacteria	1.0	Proteobacteria	1.0	Alphaproteobacteria	1.0	NA	NA	Rhizobiales	0.98	NA	NA	Phyllobacteriaceae	0.9	Mesorhizobium	0.8
BOTU_120	Bacteria	1.0	Proteobacteria	1.0	Gammaproteobacteria	1.0	NA	NA	Xanthomonadales	1.0	NA	NA	Xanthomonadaceae	1.0	Lysobacter	0.49
BOTU_121	Bacteria	1.0	Proteobacteria	0.84	Deltaproteobacteria	0.56	NA	NA	Myxococcales	0.42	Cystobacterineae	0.41	Cystobacteraceae	0.34	Anaeromyxobacter	0.33
BOTU_122	Bacteria	1.0	Proteobacteria	1.0	Alphaproteobacteria	1.0	NA	NA	Rhodobacterales	0.35	NA	NA	Rhodobacteraceae	0.35	Albimonas	0.31
BOTU_123	Bacteria	1.0	Proteobacteria	1.0	Alphaproteobacteria	1.0	NA	NA	Rhizobiales	1.0	NA	NA	Rhizobiales_incertae_sedis	0.87	Bauldia	0.87
BOTU_124	Bacteria	1.0	Planctomycetes	1.0	Planctomycetia	1.0	NA	NA	Planctomycetales	1.0	NA	NA	Planctomycetaceae	1.0	Pirellula	0.55
BOTU_125	Bacteria	1.0	Actinobacteria	1.0	Thermoleophilia	0.5	NA	NA	Thermoleophilales	0.5	NA	NA	Thermoleophilaceae	0.5	Thermoleophilum	0.5
BOTU_126	Bacteria	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Actinobacteridae	1.0	Actinomycetales	1.0	Pseudonocardineae	1.0	Pseudonocardiaceae	1.0	Pseudonocardia	1.0
BOTU_127	Bacteria	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Rubrobacteridae	0.99	Gaiellales	0.98	NA	NA	Gaiellaceae	0.98	Gaiella	0.98
BOTU_128	Bacteria	1.0	Proteobacteria	0.99	Alphaproteobacteria	0.97	NA	NA	Rhizobiales	0.8	NA	NA	Rhizobiaceae	0.42	Neorhizobium	0.42
BOTU_129	Bacteria	1.0	Proteobacteria	1.0	Alphaproteobacteria	1.0	NA	NA	Rhizobiales	1.0	NA	NA	Methylobacteriaceae	0.67	Methylobacterium	0.6
BOTU_130	Bacteria	1.0	Proteobacteria	1.0	Alphaproteobacteria	1.0	NA	NA	Caulobacterales	1.0	NA	NA	Caulobacteraceae	1.0	Brevundimonas	1.0
BOTU_131	Bacteria	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Actinobacteridae	1.0	Actinomycetales	1.0	Corynebacterineae	1.0	Nocardiaceae	1.0	Rhodococcus	1.0
BOTU_132	Bacteria	1.0	Acidobacteria	1.0	Acidobacteria_Gp4	1.0	NA	NA	NA	NA	NA	NA	NA	NA	Blastocatella	0.51
BOTU_133	Bacteria	1.0	Bacteroidetes	1.0	Sphingobacteriia	1.0	NA	NA	Sphingobacteriales	1.0	NA	NA	Chitinophagaceae	1.0	Hydrotalea	0.33
BOTU_134	Bacteria	1.0	Proteobacteria	1.0	Alphaproteobacteria	1.0	NA	NA	Rhizobiales	0.88	NA	NA	Rhodobiaceae	0.68	Anderseniella	0.53
BOTU_135	Bacteria	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Actinobacteridae	1.0	Actinomycetales	1.0	Frankineae	1.0	Geodermatophilaceae	1.0	Geodermatophilus	1.0
BOTU_136	Bacteria	1.0	Proteobacteria	1.0	Alphaproteobacteria	1.0	NA	NA	Rhodospirillales	0.93	NA	NA	Rhodospirillaceae	0.89	Rhodovibrio	0.5
BOTU_137	Bacteria	1.0	Proteobacteria	0.98	Gammaproteobacteria	0.94	NA	NA	Chromatiales	0.49	NA	NA	Chromatiaceae	0.23	Thiohalobacter	0.23
BOTU_138	Bacteria	1.0	Acidobacteria	0.99	Acidobacteria_Gp4	0.99	NA	NA	NA	NA	NA	NA	NA	NA	Aridibacter	0.55
BOTU_139	Bacteria	1.0	Proteobacteria	1.0	Gammaproteobacteria	1.0	NA	NA	Xanthomonadales	1.0	NA	NA	Xanthomonadaceae	1.0	Lysobacter	0.54
BOTU_140	Bacteria	1.0	Actinobacteria	0.98	Actinobacteria	0.98	Acidimicrobidae	0.77	Acidimicrobiales	0.77	Acidimicrobineae	0.77	Acidimicrobineae_incertae_sedis	0.36	Aciditerrimonas	0.36
BOTU_141	Bacteria	1.0	Acidobacteria	1.0	Acidobacteria_Gp4	1.0	NA	NA	NA	NA	NA	NA	NA	NA	Aridibacter	1.0
BOTU_142	Bacteria	1.0	Acidobacteria	1.0	Acidobacteria_Gp6	1.0	NA	NA	NA	NA	NA	NA	NA	NA	Gp6	1.0
BOTU_143	Bacteria	1.0	Proteobacteria	1.0	Alphaproteobacteria	1.0	NA	NA	Rhizobiales	1.0	NA	NA	Bradyrhizobiaceae	1.0	Bosea	1.0
BOTU_144	Bacteria	0.98	Firmicutes	0.33	Negativicutes	0.18	NA	NA	Selenomonadales	0.18	NA	NA	Acidaminococcaceae	0.18	Succiniclasticum	0.17
BOTU_145	Bacteria	1.0	Proteobacteria	1.0	Deltaproteobacteria	1.0	NA	NA	Myxococcales	1.0	Cystobacterineae	1.0	Myxococcaceae	0.75	Angiococcus	0.68
BOTU_146	Bacteria	1.0	Proteobacteria	1.0	Gammaproteobacteria	1.0	NA	NA	Xanthomonadales	1.0	NA	NA	Sinobacteraceae	1.0	Povalibacter	0.95
